Column 1	Latitude [dec degrees]
Column 2	Longitude [dec degrees]
Column 3	Velocity in N-S direction [m/a]
Column 4	Velocity in W-E direction [m/a]
Column 5	Uncertainty of velocity in N-S direction [m/a]
Column 6	Uncertainty of velocity in W-E direction [m/a]

0.0	-51.0	0.0129	-0.0045	0.0005	0.0003
0.0	-50.0	0.0132	-0.0046	0.0005	0.0003
0.0	-49.0	0.0127	-0.0041	0.0012	0.0006
0.0	-48.0	0.0127	-0.0041	0.0012	0.0006
0.0	-47.0	0.0128	-0.0040	0.0011	0.0005
-1.0	-81.0	0.0142	0.0024	0.0038	0.0016
-1.0	-80.0	0.0148	0.0022	0.0035	0.0015
-1.0	-79.0	0.0119	0.0013	0.0014	0.0010
-1.0	-78.0	0.0096	-0.0037	0.0010	0.0026
-1.0	-77.0	0.0094	-0.0046	0.0009	0.0007
-1.0	-76.0	0.0097	-0.0046	0.0010	0.0006
-1.0	-75.0	0.0099	-0.0047	0.0010	0.0006
-1.0	-74.0	0.0093	-0.0043	0.0006	0.0009
-1.0	-73.0	0.0096	-0.0042	0.0006	0.0010
-1.0	-72.0	0.0105	-0.0037	0.0014	0.0015
-1.0	-71.0	0.0109	-0.0032	0.0014	0.0009
-1.0	-70.0	0.0110	-0.0032	0.0014	0.0009
-1.0	-69.0	0.0121	-0.0033	0.0004	0.0010
-1.0	-68.0	0.0122	-0.0034	0.0004	0.0010
-1.0	-67.0	0.0119	-0.0037	0.0003	0.0004
-1.0	-66.0	0.0119	-0.0037	0.0003	0.0004
-1.0	-65.0	0.0120	-0.0037	0.0003	0.0004
-1.0	-64.0	0.0121	-0.0038	0.0002	0.0004
-1.0	-63.0	0.0122	-0.0035	0.0002	0.0003
-1.0	-62.0	0.0124	-0.0037	0.0003	0.0003
-1.0	-61.0	0.0125	-0.0037	0.0003	0.0003
-1.0	-60.0	0.0127	-0.0038	0.0000	0.0002
-1.0	-59.0	0.0127	-0.0038	0.0000	0.0002
-1.0	-58.0	0.0127	-0.0036	0.0002	0.0003
-1.0	-57.0	0.0125	-0.0036	0.0002	0.0004
-1.0	-56.0	0.0126	-0.0036	0.0002	0.0004
-1.0	-55.0	0.0125	-0.0037	0.0001	0.0004
-1.0	-54.0	0.0126	-0.0041	0.0006	0.0006
-1.0	-53.0	0.0128	-0.0043	0.0004	0.0003
-1.0	-52.0	0.0128	-0.0044	0.0005	0.0003
-1.0	-51.0	0.0129	-0.0044	0.0005	0.0003
-1.0	-50.0	0.0132	-0.0045	0.0005	0.0003
-1.0	-49.0	0.0133	-0.0041	0.0005	0.0006
-1.0	-48.0	0.0127	-0.0041	0.0005	0.0006
-1.0	-47.0	0.0126	-0.0039	0.0002	0.0001
-1.0	-46.0	0.0129	-0.0039	0.0002	0.0001
-1.0	-45.0	0.0129	-0.0039	0.0010	0.0004
-2.0	-81.0	0.0114	0.0027	0.0059	0.0017
-2.0	-80.0	0.0101	0.0034	0.0041	0.0018
-2.0	-79.0	0.0093	0.0012	0.0007	0.0019
-2.0	-78.0	0.0091	-0.0020	0.0010	0.0022
-2.0	-77.0	0.0093	-0.0043	0.0013	0.0004
-2.0	-76.0	0.0095	-0.0045	0.0013	0.0006
-2.0	-75.0	0.0093	-0.0043	0.0011	0.0006
-2.0	-74.0	0.0099	-0.0042	0.0010	0.0008
-2.0	-73.0	0.0106	-0.0036	0.0013	0.0013
-2.0	-72.0	0.0105	-0.0036	0.0014	0.0015
-2.0	-71.0	0.0109	-0.0031	0.0014	0.0009
-2.0	-70.0	0.0110	-0.0031	0.0014	0.0009
-2.0	-69.0	0.0121	-0.0032	0.0004	0.0010
-2.0	-68.0	0.0122	-0.0032	0.0004	0.0010
-2.0	-67.0	0.0121	-0.0036	0.0002	0.0004
-2.0	-66.0	0.0121	-0.0036	0.0002	0.0004
-2.0	-65.0	0.0121	-0.0038	0.0002	0.0004
-2.0	-64.0	0.0122	-0.0037	0.0002	0.0004
-2.0	-63.0	0.0123	-0.0036	0.0002	0.0004
-2.0	-62.0	0.0124	-0.0036	0.0003	0.0003
-2.0	-61.0	0.0125	-0.0036	0.0003	0.0003
-2.0	-60.0	0.0127	-0.0037	0.0000	0.0002
-2.0	-59.0	0.0127	-0.0037	0.0000	0.0002
-2.0	-58.0	0.0127	-0.0036	0.0002	0.0003
-2.0	-57.0	0.0125	-0.0036	0.0002	0.0004
-2.0	-56.0	0.0126	-0.0036	0.0001	0.0004
-2.0	-55.0	0.0126	-0.0036	0.0001	0.0004
-2.0	-54.0	0.0124	-0.0037	0.0004	0.0004
-2.0	-53.0	0.0124	-0.0037	0.0004	0.0004
-2.0	-52.0	0.0123	-0.0039	0.0004	0.0006
-2.0	-51.0	0.0127	-0.0041	0.0006	0.0006
-2.0	-50.0	0.0122	-0.0041	0.0007	0.0006
-2.0	-49.0	0.0117	-0.0041	0.0005	0.0006
-2.0	-48.0	0.0129	-0.0040	0.0010	0.0005
-2.0	-47.0	0.0120	-0.0035	0.0002	0.0001
-2.0	-46.0	0.0127	-0.0038	0.0010	0.0003
-2.0	-45.0	0.0130	-0.0040	0.0010	0.0003
-2.0	-44.0	0.0133	-0.0040	0.0002	0.0001
-2.0	-43.0	0.0133	-0.0042	0.0003	0.0004
-3.0	-81.0	0.0081	0.0030	0.0050	0.0011
-3.0	-80.0	0.0088	0.0015	0.0042	0.0026
-3.0	-79.0	0.0089	-0.0010	0.0011	0.0014
-3.0	-78.0	0.0077	-0.0032	0.0007	0.0006
-3.0	-77.0	0.0084	-0.0037	0.0017	0.0004
-3.0	-76.0	0.0085	-0.0037	0.0017	0.0004
-3.0	-75.0	0.0099	-0.0041	0.0010	0.0008
-3.0	-74.0	0.0097	-0.0041	0.0010	0.0008
-3.0	-73.0	0.0104	-0.0034	0.0014	0.0015
-3.0	-72.0	0.0105	-0.0034	0.0014	0.0015
-3.0	-71.0	0.0112	-0.0031	0.0013	0.0008
-3.0	-70.0	0.0110	-0.0030	0.0014	0.0009
-3.0	-69.0	0.0121	-0.0028	0.0004	0.0009
-3.0	-68.0	0.0122	-0.0030	0.0004	0.0008
-3.0	-67.0	0.0121	-0.0035	0.0002	0.0004
-3.0	-66.0	0.0121	-0.0036	0.0002	0.0004
-3.0	-65.0	0.0123	-0.0034	0.0001	0.0004
-3.0	-64.0	0.0123	-0.0034	0.0002	0.0005
-3.0	-63.0	0.0123	-0.0036	0.0002	0.0004
-3.0	-62.0	0.0125	-0.0039	0.0001	0.0000
-3.0	-61.0	0.0126	-0.0039	0.0001	0.0000
-3.0	-60.0	0.0127	-0.0037	0.0000	0.0002
-3.0	-59.0	0.0127	-0.0037	0.0000	0.0002
-3.0	-58.0	0.0127	-0.0035	0.0002	0.0003
-3.0	-57.0	0.0126	-0.0034	0.0002	0.0003
-3.0	-56.0	0.0126	-0.0035	0.0001	0.0004
-3.0	-55.0	0.0126	-0.0035	0.0001	0.0004
-3.0	-54.0	0.0125	-0.0035	0.0004	0.0004
-3.0	-53.0	0.0124	-0.0037	0.0004	0.0004
-3.0	-52.0	0.0124	-0.0037	0.0004	0.0004
-3.0	-51.0	0.0126	-0.0039	0.0009	0.0006
-3.0	-50.0	0.0116	-0.0033	0.0002	0.0002
-3.0	-49.0	0.0120	-0.0035	0.0002	0.0001
-3.0	-48.0	0.0120	-0.0036	0.0002	0.0001
-3.0	-47.0	0.0128	-0.0038	0.0011	0.0004
-3.0	-46.0	0.0130	-0.0039	0.0010	0.0003
-3.0	-45.0	0.0133	-0.0039	0.0002	0.0001
-3.0	-44.0	0.0133	-0.0040	0.0002	0.0001
-3.0	-43.0	0.0132	-0.0040	0.0002	0.0001
-3.0	-42.0	0.0132	-0.0042	0.0003	0.0005
-3.0	-41.0	0.0131	-0.0044	0.0003	0.0005
-3.0	-40.0	0.0131	-0.0046	0.0004	0.0004
-3.0	-39.0	0.0131	-0.0045	0.0004	0.0004
-4.0	-81.0	0.0034	-0.0017	0.0023	0.0040
-4.0	-80.0	0.0055	-0.0047	0.0023	0.0023
-4.0	-79.0	0.0084	-0.0024	0.0004	0.0010
-4.0	-78.0	0.0076	-0.0038	0.0006	0.0015
-4.0	-77.0	0.0077	-0.0038	0.0005	0.0013
-4.0	-76.0	0.0099	-0.0038	0.0033	0.0012
-4.0	-75.0	0.0104	-0.0039	0.0031	0.0012
-4.0	-74.0	0.0108	-0.0040	0.0027	0.0009
-4.0	-73.0	0.0108	-0.0027	0.0015	0.0008
-4.0	-72.0	0.0110	-0.0026	0.0015	0.0008
-4.0	-71.0	0.0111	-0.0027	0.0015	0.0008
-4.0	-70.0	0.0113	-0.0027	0.0015	0.0008
-4.0	-69.0	0.0117	-0.0030	0.0012	0.0008
-4.0	-68.0	0.0124	-0.0025	0.0003	0.0008
-4.0	-67.0	0.0124	-0.0027	0.0003	0.0008
-4.0	-66.0	0.0122	-0.0034	0.0001	0.0004
-4.0	-65.0	0.0123	-0.0034	0.0001	0.0004
-4.0	-64.0	0.0124	-0.0036	0.0001	0.0004
